DPU,reduction_network,dataflow,cluster_count,psum_access_counter,input_access_counter,weight_access_counter,output_access_counter,total_access,used_mrr_counter,unused_mrr_counter
AMM,STIFT,RWS,2,11229712,427288312,6481309,5509729.0,450509062.0,1280533244,7703236356
AMM,STIFT,RWS,4,12054688,213644668,6481309,5509729.0,237690394.0,1066889600,3754985600
AMM,STIFT,RWS,8,13799216,108027572,6481309,5509729.0,133817826.0,961272504,1798570696
AMM,STIFT,RWS,40,51983200,22980504,6481309,5509729.0,86954742.0,876225436,1203102564
AMM,STIFT,ROS,1,0,853244932,13117095,5509729.0,871871756.0,1706489864,16076495736
AMM,STIFT,ROS,2,0,427288312,13117095,5509729.0,445915136.0,1706489864,7277279736
AMM,STIFT,ROS,4,0,213644668,13117095,5509729.0,232271492.0,1706489864,3115385336
AMM,STIFT,ROS,8,0,108027572,13117095,5509729.0,126654396.0,1706489864,1053353336
AMM,STIFT,ROS,40,0,22980504,13117095,5509729.0,41607328.0,1706489864,372838136
AMM,PCA,RIS,1,0,5976328,853244932,5509729.0,864730989.0,1706489864,16076495736
AMM,PCA,RIS,2,0,5976328,427879208,5509729.0,439365265.0,1281124140,7703387860
AMM,PCA,RIS,4,0,5976328,213939604,5509729.0,225425661.0,1067184536,3754613864
AMM,PCA,RIS,8,0,5976328,108681264,5509729.0,120167321.0,961926196,1805523404
AMM,PCA,RIS,40,0,5976328,23164070,5509729.0,34650127.0,876409002,1215818198
AMM,PCA,RWS,1,0,853244932,6481309,5509729.0,865235970.0,1706489864,16076495736
AMM,PCA,RWS,2,0,427288312,6481309,5509729.0,439279350.0,1280533244,7703236356
AMM,PCA,RWS,4,0,213644668,6481309,5509729.0,225635706.0,1066889600,3754985600
AMM,PCA,RWS,8,0,108027572,6481309,5509729.0,120018610.0,961272504,1798570696
AMM,PCA,RWS,40,0,22980504,6481309,5509729.0,34971542.0,876225436,1203102564
AMM,PCA,ROS,1,0,853244932,13117095,5509729.0,871871756.0,1706489864,16076495736
AMM,PCA,ROS,2,0,427288312,13117095,5509729.0,445915136.0,1706489864,7277279736
AMM,PCA,ROS,4,0,213644668,13117095,5509729.0,232271492.0,1706489864,3115385336
AMM,PCA,ROS,8,0,108027572,13117095,5509729.0,126654396.0,1706489864,1053353336
AMM,PCA,ROS,40,0,22980504,13117095,5509729.0,41607328.0,1706489864,372838136
AMM,S_Tree,WS,1,48433634,12784584,6481309,5509729.0,73209256.0,1706489864,385737336
AMM,S_Tree,OS,1,48433634,12784584,23164070,5509729.0,89892017.0,1706489864,385737336
AMM,S_Tree,IS,1,48433634,5976328,23164070,5509729.0,83083761.0,1706489864,385737336
AMM,ST_Tree_Ac,WS,1,48433634,12784584,6481309,5509729.0,73209256.0,1706489864,385737336
AMM,ST_Tree_Ac,OS,1,48433634,12784584,23164070,5509729.0,89892017.0,1706489864,385737336
AMM,ST_Tree_Ac,IS,1,48433634,5976328,23164070,5509729.0,83083761.0,1706489864,385737336
AMM,STIFT,WS,1,48433634,12784584,6481309,5509729.0,73209256.0,1706489864,385737336
AMM,STIFT,OS,1,48433634,12784584,23164070,5509729.0,89892017.0,1706489864,385737336
AMM,STIFT,IS,1,48433634,5976328,23164070,5509729.0,83083761.0,1706489864,385737336
AMM,PCA,WS,1,0,12784584,6481309,5509729.0,24775622.0,1706489864,385737336
AMM,PCA,OS,1,0,12784584,23164070,5509729.0,41458383.0,1706489864,385737336
AMM,PCA,IS,1,0,5976328,23164070,5509729.0,34650127.0,1706489864,385737336
